"Sicilian Defense, Dragon Variation, Yugoslav Attack, Panov Variation",,1696,B76,4/14/17,2273,2236,46.10%,26.90%,26.90%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.g4
"Sicilian Defense, Dragon Variation, Yugoslav Attack, Sosonko Variation",,525,B77,2/22/17,2152,2196,32.20%,22.10%,45.70%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 O-O 8.Qd2 Nc6 9.Bc4 Nd7
"Sicilian Defense, Drazic Variation",,133,B40,3/5/17,2145,2161,38.40%,23.30%,38.40%,1.e4 c5 2.Nf3 e6 3.d4 a6
"Sicilian Defense, Flohr Variation",,769,B32,4/22/17,2321,2338,38.80%,29.60%,31.60%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qc7
"Sicilian Defense, Four Knights Variation",,6418,B45,4/16/17,2159,2178,29.60%,32.70%,37.70%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6
"Sicilian Defense, Four Knights Variation, Cobra Variation",,381,B45,4/16/17,2258,2295,31.20%,33.60%,35.20%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Ndb5 Bc5
"Sicilian Defense, Four Knights Variation, Exchange Variation",,2106,B45,4/19/17,2325,2288,42.30%,30.20%,27.50%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Nxc6
"Sicilian Defense, Franco-Scilian Variation",,118,B32,4/21/17,1616,1603,20.30%,4.20%,75.40%,1.e4 c5 2.Nf3 Nc6 3.d4 e6
"Sicilian Defense, French Variation",,14360,B40,4/24/17,2258,2279,35.10%,29.00%,35.90%,1.e4 c5 2.Nf3 e6
"Sicilian Defense, French Variation, Normal",,2955,B40,4/9/17,2126,2159,38.30%,26.40%,35.40%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6
"Sicilian Defense, French Variation, Open",,539,B40,3/24/17,2110,2153,35.60%,23.20%,41.20%,1.e4 c5 2.Nf3 e6 3.d4 cxd4
"Sicilian Defense, French Variation, Westerinen Attack",,4204,B40,4/24/17,2327,2296,36.90%,31.70%,31.40%,1.e4 c5 2.Nf3 e6 3.b3
"Sicilian Defense, Gaw-Paw Variation",,223,B40,4/12/17,2140,2174,35.90%,26.90%,37.20%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Qb6
"Sicilian Defense, General",,5305,B20-99,4/22/17,2218,2215,40.50%,25.50%,34.00%,1.e4 c5
"Sicilian Defense, Godiva Variation",,4216,B32,4/21/17,2286,2328,41.50%,26.30%,32.10%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qb6
"Sicilian Defense, Grand Prix Attack",,9792,B23,4/24/17,2124,2098,35.10%,23.90%,40.90%,1.e4 c5 2.Nc3 Nc6 3.f4
"Sicilian Defense, Grand Prix Attack, Schofman Variation",,902,B23,3/4/17,2176,2167,31.60%,23.70%,44.70%,1.e4 c5 2.Nc3 Nc6 3.f4 g6 4.Nf3 Bg7 5.Bc4 e6 6.f5
"Sicilian Defense, Hyperaccelerated Dragon",,3988,B27,4/22/17,2176,2178,35.40%,27.80%,36.70%,1.e4 c5 2.Nf3 g6
"Sicilian Defense, Hyperaccelerated Fianchetto",,2926,A42,4/22/17,2155,2138,38.20%,26.80%,34.90%,1.e4 c5 2.Nf3 g6 3.d4
"Sicilian Defense, Hyperaccelerated Pterodactyl",,2165,B27,4/18/17,2200,2236,35.60%,27.90%,36.50%,1.e4 c5 2.Nf3 g6 3.d4 Bg7
"Sicilian Defense, Kalashnikov Variation",,6969,B32,4/23/17,2233,2269,33.00%,31.10%,35.90%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nb5 d6
"Sicilian Defense, Kan Variation",,1453,B41,5/25/10,2266,2280,43.50%,26.10%,30.40%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6
"Sicilian Defense, Kan Variation, Knight Variation",,14196,B43,4/23/17,2266,2235,35.70%,26.60%,37.70%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3
"Sicilian Defense, Kan Variation, Maroczy Bind, Bronstein Variation",,529,B41,4/13/17,2278,2309,36.90%,30.80%,32.30%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4 Nf6 6.Nc3 Bb4 7.Bd3 Nc6
"Sicilian Defense, Kan Variation, Maroczy Bind, Reti Variation",,4692,B41,4/23/17,2246,2201,35.40%,28.10%,36.50%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.c4
"Sicilian Defense, Kan Variation, Modern Variation",,11840,B42,4/22/17,2322,2278,39.70%,29.70%,30.60%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3
"Sicilian Defense, Kan Variation, Polugaevsky Variation",,5274,B42,4/21/17,2317,2364,33.80%,31.10%,35.10%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 Bc5
"Sicilian Defense, Kan Variation, Swiss Cheese Variation",,978,B42,4/4/17,2337,2397,32.20%,33.10%,34.70%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Bd3 g6
"Sicilian Defense, Kan Variation, Wing Attack",,3566,B43,4/20/17,2307,2324,44.70%,27.00%,28.30%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5
"Sicilian Defense, Kan Variation, Wing Attack, Fianchetto Variation",,472,B43,3/26/17,2321,2277,32.60%,26.90%,40.50%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5 6.g3
"Sicilian Defense, Kan Variation, Wing Attack, Spraggett Attack",,568,B43,4/16/17,2429,2392,38.70%,29.60%,31.70%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 a6 5.Nc3 b5 6.Bd3 Qb6 7.Nf3
"Sicilian Defense, Katalimov Variation",,770,B27,4/19/17,2230,2292,36.00%,23.30%,40.80%,1.e4 c5 2.Nf3 b6
"Sicilian Defense, Kramnik Variation",,2994,B40,4/16/17,2253,2214,34.00%,33.10%,32.90%,1.e4 c5 2.Nf3 e6 3.c4
"Sicilian Defense, Kronberger Variation",,483,B20,4/10/17,2205,2189,38.10%,24.00%,37.90%,1.e4 c5 2.Na3
"Sicilian Defense, Kupreichik Variation",,991,B56,4/17/17,2332,2376,37.90%,32.10%,30.00%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Bd7
"Sicilian Defense, Kveinis Variation",,1104,B40,3/8/17,2200,2239,33.10%,29.90%,37.00%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Qb6
"Sicilian Defense, Lasker-Dunne Attack",,2568,B20,4/22/17,2228,2215,34.50%,28.20%,37.30%,1.e4 c5 2.g3
"Sicilian Defense, Lasker-Pelikan Variation, Bird Variation",,1194,B33,4/16/17,2188,2250,26.30%,29.00%,44.70%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 Be6
"Sicilian Defense, Lasker-Pelikan Variation, Exchange Variation",,338,B33,2/18/17,1936,1934,22.80%,23.40%,53.90%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Nxc6
"Sicilian Defense, Lasker-Pelikan Variation, General",,5174,B33,4/22/17,2177,2196,33.10%,27.60%,39.30%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5
"Sicilian Defense, Lasker-Pelikan Variation, Retreat Variation",,543,B33,4/9/17,1801,1845,20.10%,20.30%,59.70%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Nf3
"Sicilian Defense, Lasker-Pelikan Variation, Schlechter Variation",,773,B33,4/19/17,1921,1930,25.50%,19.50%,55.00%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Nb3
"Sicilian Defense, Lasker-Pelikan Variation, Sveshnikov Variation",,223,B33,2/5/17,2049,2140,22.00%,19.30%,58.70%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5
"Sicilian Defense, Lasker-Pelikan Variation, Sveshnikov Variation",,4896,B33,4/23/17,2282,2310,30.30%,31.10%,38.60%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Bxf6 gxf6 10.Nd5 f5
"Sicilian Defense, Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",,11109,B33,4/20/17,2278,2249,35.90%,35.40%,28.70%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Nd5
"Sicilian Defense, Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation",,3359,B33,4/20/17,2245,2270,30.30%,30.70%,39.00%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Bxf6 gxf6 10.Nd5 Bg7
"Sicilian Defense, Lasker-Pelikan Variation, Sveshnikov Variation, Peresypkin's Sacrifice",,347,B33,3/1/17,2307,2266,40.90%,23.30%,35.70%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Bxf6 gxf6 10.Nd5 f5 11.Bxb5
"Sicilian Defense, Löwenthal Variation",,3432,B32,4/23/17,2086,2113,29.10%,29.30%,41.70%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5
"Sicilian Defense, Marshall Counterattack",,190,B40,4/2/17,2003,2053,23.70%,25.30%,51.00%,1.e4 c5 2.Nf3 e6 3.d4 d5
"Sicilian Defense, Marshall Gambit",,128,B23,3/9/17,1648,1650,18.80%,13.30%,68.00%,1.e4 c5 2.Nc3 e6 3.d4 d5
"Sicilian Defense, McDonnell Attack",,5007,B21,4/12/17,2134,2122,35.20%,22.80%,42.00%,1.e4 c5 2.f4
"Sicilian Defense, McDonnell Attack, Tal Gambit",,630,B21,4/9/17,2276,2251,44.40%,31.30%,24.30%,1.e4 c5 2.f4 d5 3.exd5 Nf6
"Sicilian Defense, Mengarini Variation",,927,B20,4/12/17,2107,2116,35.10%,20.00%,45.00%,1.e4 c5 2.a3
"Sicilian Defense, Modern Variations",,1631,B54,4/17/17,2108,2072,50.50%,21.10%,28.30%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4
"Sicilian Defense, Modern Variations",,9346,B50,4/22/17,2179,2175,38.70%,25.60%,35.60%,1.e4 c5 2.Nf3 d6
"Sicilian Defense, Modern Variations",,583,B56,4/18/17,2231,2196,39.60%,24.20%,36.20%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3
"Sicilian Defense, Modern Variations, Anti-Qxd4 Move Order",,600,B50,4/17/17,2313,2321,38.80%,28.70%,32.50%,1.e4 c5 2.Nf3 d6 3.d4 Nf6
"Sicilian Defense, Modern Variations, Anti-Qxd4 Move Order, Accepted",,213,B50,4/20/17,2264,2303,25.40%,39.00%,35.70%,1.e4 c5 2.Nf3 d6 3.d4 Nf6 4.dxc5 Nxe4
"Sicilian Defense, Modern Variations, Main Line",,668,B57,4/23/17,2075,2073,47.00%,23.90%,29.00%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6
"Sicilian Defense, Modern Variations, Tartakower",,300,B53,4/16/17,2038,2014,40.70%,19.70%,39.70%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.c3
"Sicilian Defense, Morphy Gambit",,209,B21,1/22/17,2114,2122,35.40%,17.20%,47.40%,1.e4 c5 2.d4 cxd4 3.Nf3
"Sicilian Defense, Najdorf Variation",,14923,B90-99,4/21/17,2209,2227,37.40%,24.80%,37.80%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6
"Sicilian Defense, Najdorf Variation",,2698,B95,4/20/17,2226,2214,44.00%,21.20%,34.90%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6
"Sicilian Defense, Najdorf Variation",,4217,B96,4/21/17,2318,2287,37.20%,26.90%,35.90%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4
"Sicilian Defense, Najdorf Variation",,1024,B98,4/23/17,2086,2113,31.50%,21.00%,47.50%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7
"Sicilian Defense, Najdorf Variation",,3489,B94,4/21/17,2273,2238,35.90%,24.30%,39.80%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5
"Sicilian Defense, Najdorf Variation, Adams Attack",,4132,B90,4/22/17,2342,2317,41.80%,27.40%,30.80%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.h3
"Sicilian Defense, Najdorf Variation, Amsterdam Variation",,5744,B93,4/15/17,2357,2326,38.20%,29.50%,32.20%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.f4
"Sicilian Defense, Najdorf Variation, Browne Variation",,536,B98,4/17/17,2223,2260,34.10%,24.60%,41.20%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 h6 9.Bh4 Qc7
"Sicilian Defense, Najdorf Variation, English Attack",,14336,B90,4/24/17,2328,2301,38.90%,27.80%,33.30%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3
"Sicilian Defense, Najdorf Variation, English Attack, Anti-English",,2038,B90,4/19/17,2310,2343,27.80%,35.10%,37.00%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 Ng4
"Sicilian Defense, Najdorf Variation, Freak Attack",,336,B90,3/24/17,2326,2287,39.00%,31.60%,29.50%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Rg1
"Sicilian Defense, Najdorf Variation, Goteborg (Argentine)",,176,B98,3/26/17,2291,2287,31.80%,30.10%,38.10%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 h6 9.Bh4 g5
"Sicilian Defense, Najdorf Variation, Main Line",,3684,B99,3/30/17,2177,2221,31.20%,23.00%,45.80%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 Qc7 9.O-O-O Nbd7
"Sicilian Defense, Najdorf Variation, Neo-Classical Defense",,673,B96,4/20/17,2247,2271,32.70%,30.30%,37.00%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Nc6
"Sicilian Defense, Najdorf Variation, Opocensky Variation",,6332,B92,4/24/17,2220,2199,33.50%,29.00%,37.60%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2
"Sicilian Defense, Najdorf Variation, Opocensky Variation, Modern Line",,1213,B92,4/20/17,2204,2220,34.00%,29.10%,36.90%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be7 8.O-O Be6
"Sicilian Defense, Najdorf Variation, Opocensky Variation, Traditional Line",,4754,B92,4/22/17,2333,2349,32.10%,36.40%,31.50%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be7 8.O-O O-O
"Sicilian Defense, Najdorf Variation, Poisoned Pawn Variation",,2103,B97,4/21/17,2305,2332,33.50%,30.80%,35.70%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Qb6
"Sicilian Defense, Najdorf Variation, Poisoned Pawn, Accepted",,1248,B97,3/18/17,2330,2354,33.30%,31.90%,34.80%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Qb6 8.Qd2 Qxb2 9.Rb1 Qa3
"Sicilian Defense, Najdorf Variation, Polugayevsky Variation",,554,B96,3/27/17,2288,2297,37.40%,23.50%,39.20%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 b5
"Sicilian Defense, Najdorf Variation, Polugayevsky Variation, Simagin Line",,224,B96,2/4/17,2375,2330,46.40%,18.80%,34.80%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 b5 8.e5 dxe5 9.fxe5 Qc7 10.Qe2
"Sicilian Defense, Najdorf Variation, Scheveningen Variation",,436,B84,4/1/17,2271,2309,36.00%,26.80%,37.20%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6 7.O-O Nbd7
"Sicilian Defense, Najdorf Variation, Traditional Line",,801,B98,4/5/17,2055,2109,30.00%,19.60%,50.40%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 Qc7
"Sicilian Defense, Najdorf Variation, Zagreb (Fianchetto) Variation",,3764,B91,4/21/17,2342,2315,37.00%,32.00%,31.00%,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.g3
"Sicilian Defense, Nimzo-American Variation",,311,B32,3/28/17,2163,2167,31.50%,32.50%,36.00%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 d5
"Sicilian Defense, Nimzowitsch Variation, Advance Variation",,1207,B29,4/19/17,2335,2291,42.80%,30.50%,26.70%,1.e4 c5 2.Nf3 Nf6 3.e5
"Sicilian Defense, Nimzowitsch Variation, Closed Variation",,1750,B29,4/9/17,2258,2233,36.70%,31.30%,32.00%,1.e4 c5 2.Nf3 Nf6 3.Nc3
"Sicilian Defense, Nimzowitsch Variation, Exchange Variation",,408,B29,4/12/17,2284,2340,29.90%,29.20%,40.90%,1.e4 c5 2.Nf3 Nf6 3.e5 Nd5 4.Nc3 Nxc3
"Sicilian Defense, Nimzowitsch Variation, Main Line",,455,B29,3/14/17,2252,2279,24.20%,32.30%,43.50%,1.e4 c5 2.Nf3 Nf6 3.e5 Nd5 4.Nc3 e6 5.Nxd5 exd5 6.d4 Nc6
"Sicilian Defense, Nimzowitsch Variation, General",,211,B29,2/7/17,2213,2190,38.40%,26.50%,35.10%,1.e4 c5 2.Nf3 Nf6
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack",,16051,B30,4/24/17,2345,2308,41.50%,30.40%,28.00%,1.e4 c5 2.Nf3 Nc6 3.Bb5
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",,14209,B31,4/24/17,2237,2273,25.80%,32.00%,42.30%,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Gufeld Gambit",,264,B31,1/20/17,2393,2319,53.40%,25.40%,21.20%,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.c3 e5 6.d4
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Lutikov Gambit",,203,B31,1/25/17,2368,2332,47.30%,18.70%,34.00%,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.c3 Nf6 6.d4
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Totsky Attack",,166,B31,3/24/17,2391,2375,41.60%,37.40%,21.10%,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.c3 Nf6 6.Qa4
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Gurgenidze Variation",,133,B31,4/9/17,2376,2338,42.10%,27.10%,30.80%,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.Re1 e5 6.b4
"Sicilian Defense, O'Kelly Variation",,154,B28,3/12/17,2019,2060,50.00%,16.20%,33.80%,1.e4 c5 2.Nf3 a6
"Sicilian Defense, O'Kelly Variation, Maroczy Bind",,564,B28,3/19/17,2206,2146,45.00%,25.50%,29.40%,1.e4 c5 2.Nf3 a6 3.c4
"Sicilian Defense, O'Kelly Variation, Maroczy Bind, Geller Line",,201,B28,4/9/17,2175,2232,31.30%,24.90%,43.80%,1.e4 c5 2.Nf3 a6 3.c4 Nc6 4.d4 cxd4 5.Nxd4 e5
"Sicilian Defense, O'Kelly Variation, Maroczy Bind, Paulsen Line",,938,B28,4/11/17,2227,2258,37.90%,27.70%,34.40%,1.e4 c5 2.Nf3 a6 3.c4 e6
"Sicilian Defense, O'Kelly Variation, Maroczy Bind, Robatsch Line",,512,B28,3/31/17,2153,2211,34.60%,28.50%,36.90%,1.e4 c5 2.Nf3 a6 3.c4 d6
"Sicilian Defense, O'Kelly Variation, Normal System",,1778,B28,4/21/17,1995,1974,27.70%,20.00%,52.40%,1.e4 c5 2.Nf3 a6 3.d4
"Sicilian Defense, O'Kelly Variation, Normal System, Kan Line",,1663,B28,4/22/17,2105,2121,47.50%,21.80%,30.70%,1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.Nxd4 e6
"Sicilian Defense, O'Kelly Variation, Normal System, Taimanov Line",,351,B28,4/1/17,2045,2082,44.70%,23.10%,32.20%,1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.Nxd4 e5
"Sicilian Defense, O'Kelly Variation, Quiet System",,211,B28,4/12/17,2181,2112,36.50%,25.60%,37.90%,1.e4 c5 2.Nf3 a6 3.d3
"Sicilian Defense, O'Kelly Variation, Reti System",,243,B28,4/19/17,2238,2215,39.10%,24.70%,36.20%,1.e4 c5 2.Nf3 a6 3.g3
"Sicilian Defense, O'Kelly Variation, Venice System",,1773,B28,4/21/17,2269,2217,40.10%,30.30%,29.60%,1.e4 c5 2.Nf3 a6 3.c3
"Sicilian Defense, O'Kelly Variation, Venice System, Barcza Line",,187,B28,2/4/17,2146,2237,28.90%,26.20%,44.90%,1.e4 c5 2.Nf3 a6 3.c3 Nf6
"Sicilian Defense, O'Kelly Variation, Venice System, Gambit line",,104,B28,4/9/17,2206,2234,26.90%,26.90%,46.10%,1.e4 c5 2.Nf3 a6 3.c3 d5 4.exd5 Nf6
"Sicilian Defense, O'Kelly Variation, Venice System, Steiner Line",,389,B28,4/22/17,2115,2167,29.60%,28.80%,41.60%,1.e4 c5 2.Nf3 a6 3.c3 d6
"Sicilian Defense, O'Kelly Variation, Yerevan System",,781,B28,4/23/17,2222,2182,37.10%,25.50%,37.40%,1.e4 c5 2.Nf3 a6 3.Nc3
"Sicilian Defense, Old Sicilian, General",,15155,B30,4/23/17,2197,2204,35.80%,28.10%,36.20%,1.e4 c5 2.Nf3 Nc6
"Sicilian Defense, Old Sicilian, Normal",,2216,B33,4/22/17,2074,2114,35.60%,21.90%,42.50%,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6
"Sicilian Defense, Old Sicilian, Open",,1569,B32,4/23/17,2057,2020,52.00%,22.00%,26.00%,1.e4 c5 2.Nf3 Nc6 3.d4
"Sicilian Defense, Paulsen Variation",,6723,B46,4/24/17,2283,2333,28.20%,33.40%,38.40%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 a6
"Sicilian Defense, Paulsen Variation, American Attack",,186,B45,3/31/17,2052,2052,38.20%,20.40%,41.40%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Nf6 6.Ndb5 Bb4 7.Nd6+
"Sicilian Defense, Paulsen Variation, Bastrikov Variation",,12209,B47,4/24/17,2326,2360,31.40%,34.90%,33.80%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7
"Sicilian Defense, Paulsen Variation, Bastrikov Variation",,2466,B49,4/22/17,2253,2224,30.90%,32.00%,37.10%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3 a6 7.Be2
"Sicilian Defense, Paulsen Variation, Bastrikov Variation",,4607,B48,4/23/17,2360,2324,33.60%,32.30%,34.10%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3
"Sicilian Defense, Paulsen Variation, Bastrikov Variation, English Attack",,3458,B48,4/23/17,2398,2361,39.70%,28.70%,31.60%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3 a6 7.Qd2
"Sicilian Defense, Paulsen Variation, Bastrikov Variation, Ponomariov Gambit",,147,B48,1/11/17,2293,2212,42.20%,22.40%,35.40%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Ndb5 Qb8 7.Be3 a6 8.Bb6
"Sicilian Defense, Paulsen Variation, General",,3567,B44,4/24/17,2143,2172,47.70%,24.90%,27.40%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6
"Sicilian Defense, Paulsen Variation, Modern Line",,955,B44,4/14/17,2372,2396,32.30%,35.50%,32.30%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nb5 d6 6.c4 Nf6 7.N1c3 a6 8.Na3 Be7 9.Be2 O-O 10.O-O b6
"Sicilian Defense, Paulsen Variation, Normal Variation",,2366,B45,4/16/17,2376,2318,42.70%,28.20%,29.10%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3
"Sicilian Defense, Paulsen Variation, Szen Variation",,3323,B44,4/19/17,2317,2289,33.00%,33.80%,33.20%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nb5
"Sicilian Defense, Paulsen Variation, Taimanov Variation",,463,B46,8/21/16,2309,2380,26.40%,34.10%,39.50%,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 a6 6.Be2 Nge7
